MatchId;Journee;Stade;Spectateurs;Date;home_team;away_team;home_goal;away_goal;home_possession;away_possession;home_duels_gagnes;away_duel_gagnes;home_duel_aeriens_gagnes;away_duel_aeriens_gagnes;home_interceptions;away_interceptions;home_hors_jeux;away_hors_eux;home_corners_won;away_corners_won;home_passes;away_passes;home_centres;away_centres;home_tirs;away_tirs;home_tirs_cadres;away_tirs_cadres;home_carton_jaune;away_carton_jaune;home_carton_rouge;away_carton_rouge;home_formation;away_formation 
70837;Journée 8;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;28854;DIM. 18 SEPTEMBRE 2022- 17:05;FC NANTES;RC LENS;0;0;41,8;58,2;48,9;51,1;60;40;8;11;1;1;3;7;416;584;20;28;12;8;4;2;1;1;0;0;3-2-2-2-1;2-2-2-3-1
70838;Journée 8;ALLIANZ RIVIERA;18545;DIM. 18 SEPTEMBRE 2022- 15:00;OGC NICE;ANGERS SCO;0;1;50;50;58,9;41,1;52,4;47,6;9;11;1;1;5;4;420;417;15;15;18;16;5;3;0;3;1;0;2-2-2-2-2;3-2-2-2-1
70839;Journée 8;STADE AUGUSTE-DELAUNE;12600;DIM. 18 SEPTEMBRE 2022- 13:00;STADE DE REIMS;AS MONACO;0;3;32,3;67,7;53,8;46,2;35,3;64,7;11;14;3;2;5;4;256;550;15;23;9;20;2;11;3;3;0;0;3-2-2-1-2;2-2-2-2-2
70840;Journée 9;STADE FRANÇOIS-COTY;6610;DIM. 2 OCTOBRE 2022- 15:00;AC AJACCIO;CLERMONT FOOT 63;1;3;51,9;48,1;44,9;55,1;50;50;9;12;0;1;4;4;439;412;26;13;12;7;3;3;3;3;0;0;2-2-2-2-2;1-2-2-3-2
70841;Journée 9;STADE RAYMOND-KOPA;15787;VEN. 30 SEPTEMBRE 2022- 21:00;ANGERS SCO;OLYMPIQUE DE MARSEILLE;0;3;43,4;56,6;52,3;47,7;52,9;47,1;12;13;1;0;6;3;368;483;12;15;16;15;5;7;0;0;0;0;2-2-2-2-2;2-2-2-3-1
70842;Journée 9;STADE DE L'ABBÉ-DESCHAMPS;14630;DIM. 2 OCTOBRE 2022- 15:00;AJ AUXERRE;STADE BRESTOIS 29;1;1;48,7;51,3;54,5;45,5;45,2;54,8;15;11;0;2;0;6;438;453;14;23;11;9;3;2;1;4;1;0;2-2-1-4-1;3-2-2-2-1
70843;Journée 9;STADE BOLLAERT-DELELIS;36674;DIM. 2 OCTOBRE 2022- 20:45;RC LENS;OLYMPIQUE LYONNAIS;1;0;52,4;47,6;49,6;50,4;63;37;21;17;1;0;6;2;503;470;24;7;21;4;6;0;2;2;0;0;3-2-2-2-1;3-2-2-2-1
70844;Journée 9;STADE YVES-ALLAINMAT;14916;DIM. 2 OCTOBRE 2022- 13:00;FC LORIENT;LOSC LILLE;2;1;37,4;62,6;53,4;46,6;46,4;53,6;7;7;0;1;0;14;326;516;5;40;7;20;4;4;1;3;1;0;2-2-2-3-1;3-2-2-2-1
70845;Journée 9;STADE LOUIS-II;5202;DIM. 2 OCTOBRE 2022- 17:05;AS MONACO;FC NANTES;4;1;48;52;54,1;45,9;40;60;12;12;4;0;7;7;476;514;14;20;10;7;6;2;0;1;0;0;2-2-2-2-2;2-2-2-3-1
70846;Journée 9;PARC DES PRINCES;47926;SAM. 1 OCTOBRE 2022- 21:00;PARIS SAINT-GERMAIN;OGC NICE;2;1;57,3;42,7;43,9;56,1;50;50;5;11;3;2;4;0;663;485;8;12;12;4;4;1;1;1;0;0;3-2-2-2-1;2-2-2-3-1
70847;Journée 9;STADE DE LA MEINAU;25226;SAM. 1 OCTOBRE 2022- 17:00;RC STRASBOURG ALSACE;STADE RENNAIS FC;1;3;38,9;61,1;55,3;44,7;62,5;37,5;16;9;3;2;1;6;384;603;11;19;9;17;3;7;0;2;1;0;3-5-2;2-2-2-2-2
70848;Journée 9;STADIUM;21761;DIM. 2 OCTOBRE 2022- 15:00;TOULOUSE FC;MONTPELLIER HÉRAULT SC;4;2;43,2;56,8;45,7;54,3;72;28;12;6;1;3;3;12;342;432;9;34;12;23;6;6;3;4;1;0;2-2-1-2-2-1;3-2-2-2-1
70849;Journée 9;STADE DE L'AUBE;10164;DIM. 2 OCTOBRE 2022- 15:00;ESTAC TROYES;STADE DE REIMS;2;2;67,3;32,7;46,7;53,3;59,1;40,9;9;9;3;0;10;2;556;276;46;8;19;5;6;2;4;2;0;1;3-2-3-2;1-2-2-3-2
